i,Step #,Left Speed,Right Speed,Collision,#Stps to red,#Red found,#Red lost,#Red captured,#Red uncaptured,#Stps to green,#Green found,#Green lost,Mean reward
53,108544,53.593665033451515,41.778809134649414,2,127.71680074453124,7,6,8,7,234,2,0,-2.1496199043070012
53,108544,62.71026364456002,70.0514586093143,0,93,2,1,1,0,156,1,0,-1.022141994361035
54,110592,67.2554314684342,87.54795215585652,53,53.06731874999999,1,0,5,4,136,1,1,-2.7308514720567523
54,110592,67.26495809150192,83.33985009142813,28,38.63749999999999,2,1,3,2,106,1,0,-1.1115887125646366
54,110592,71.63072640617048,85.09925080523375,29,48,1,0,1,0,124,2,1,-1.5109620815723308
54,110592,60.602383414904274,62.3153561403354,25,74,2,1,1,0,150,1,0,-2.100222537746627
54,110592,60.810561339522515,68.5267946574577,19,93,4,3,1,0,172,1,0,-1.749819976181058
55,112640,64.97888044677964,73.71360384101091,31,58.99249999999999,2,1,3,2,129,3,2,-1.782293682897376
55,112640,64.11699715106847,73.00388083777614,51,86.11724520312497,3,2,7,6,179,2,1,-3.1972063725694033
55,112640,63.47789250060239,72.21541822549294,60,77.60000000000001,3,2,2,1,176,3,2,-3.365927937676132
55,112640,82.12868909467943,91.82209006976336,52,63.286424999999994,2,1,5,4,0,0,0,-5.549432911586889
55,112640,66.92885979516616,75.87898857151436,46,64.86749999999999,2,1,3,2,151,2,1,-2.568076612918612
56,114688,61.257237903302226,75.80115253789515,68,61.58749999999999,2,1,4,3,158,2,1,-3.4425575174850227
56,114688,70.10670062834329,87.07076317637507,50,48.199999999999996,2,1,2,1,137,4,2,-2.41745629540216
56,114688,63.38825148122851,67.33503876021132,123,123.60586302781347,8,7,13,12,0,0,0,-7.11346964258047
56,114688,71.56649166718125,85.56911615388734,36,43.09611875,1,0,5,4,112,2,2,-1.8361849118185642
56,114688,68.50604532775304,76.90553241376335,51,61.38666567968748,2,1,8,7,141,1,1,-2.911933312755478
57,116736,54.65800936232094,56.28712382637152,6,75.822875,5,4,4,3,119,0,0,-0.8905946544060329
57,116736,55.86902249260997,64.69678092510142,12,78.14999999999999,4,3,2,1,141,1,0,-1.2716965748605706
57,116736,59.69155915897258,65.9456540415757,15,75.5,3,2,2,1,137,1,0,-1.2876630124507753
57,116736,66.83132792553626,81.96690525890382,26,50,2,1,1,0,121,1,0,-1.158655823283373
57,116736,57.89033158467366,61.63299863155071,10,68.41972499999997,6,5,5,4,130,1,0,-1.0916566666964223
58,118784,70.36181922469821,84.01534433320442,41,56.580499999999994,2,1,4,3,161,1,1,-2.631225532319083
58,118784,67.77958257373461,67.67924976410325,45,138.29095100156246,8,7,8,7,194,1,0,-3.2539879393912696
58,118784,65.79547069374134,53.802509275688365,7,67.50937499999999,6,5,4,3,176,0,0,-2.3194663158207267
58,118784,67.63122753989428,81.0608084600671,26,49.25,1,0,2,1,133,1,0,-1.3581997456026815
58,118784,67.18039014768378,80.51730214713889,14,54.10188710937499,2,1,7,6,107,0,0,-0.9765198640527272
59,120832,80.13030470410983,81.30893954634666,58,63.65744499999999,4,3,6,6,150,1,0,-4.266351805781982
59,120832,66.32716066953613,69.82054777019393,12,66.39587499999999,2,1,4,3,123,2,1,-1.1672367932646872
59,120832,70.2690503278444,85.01406440785689,41,47.41721509511718,1,0,9,8,129,0,0,-2.2814912691332823
59,120832,63.288179663271684,78.74352775660216,50,72.5704356186328,3,2,9,8,153,1,1,-3.0594437526034457
59,120832,72.80290471711035,83.47755162494964,29,43.812999999999995,1,0,4,3,116,2,1,-1.3087846590392973
60,122880,71.43595102287475,79.50579133062135,6,48.68662499999999,3,2,4,3,105,1,1,-0.4474708496906918
60,122880,67.91690159915832,80.79211296873135,28,43.5625,2,1,3,2,114,1,0,-1.2402882903893244
60,122880,72.89621955004789,62.08023928989798,5,125.743,8,7,4,3,177,2,1,-1.7129164581870338
60,122880,71.66420199161719,83.72003315093596,39,48.95974999999999,2,1,4,3,121,2,1,-1.8958291912690226
60,122880,67.65458026932458,60.884185051177184,9,121.65777527344136,7,6,10,9,177,1,0,-1.8592271240078693
61,124928,70.0524984887152,84.49421762065454,48,54.11701421874999,2,1,7,6,132,1,1,-2.5294174086805934
61,124928,71.39187610271026,89.38214765215406,43,49.122499999999995,1,0,3,2,147,2,1,-2.2112135863175784
61,124928,72.69268899209915,85.5554703682188,35,51.570431375000005,2,1,7,6,126,1,0,-1.8580323317077
61,124928,68.51961293110722,84.29189509989922,42,32.45,2,1,2,1,114,1,0,-1.8156585373208105
61,124928,75.4542190608752,86.87592215129058,49,57.024575,3,2,5,4,137,1,0,-2.5607920296843525
62,126976,76.77726621993564,86.18562187660824,1,39,1,0,1,1,88,2,1,0.28885660286970494
62,126976,75.66213953412242,83.68871275867734,59,124.11530687441999,3,2,13,12,252,2,0,-3.787513512400161
62,126976,75.26267846866,89.71056546415052,33,41.406800624999995,1,0,6,5,124,1,0,-1.47391986750034
62,126976,73.56550673192197,89.42262658402939,26,50.64499999999999,1,0,3,2,121,1,0,-1.188210253856686
62,126976,74.30554665033779,90.07900915448627,48,46.564172046875,1,0,7,7,126,1,0,-2.537446178697086
63,129024,76.40887852758169,65.6878887854041,26,136.58403749999997,9,8,5,4,188,1,0,-2.5072893909586234
63,129024,60.532132142819236,83.99752920366222,41,59.35086749999999,3,2,6,5,161,1,0,-2.2588303246158286
63,129024,66.36422764481479,83.59012938182772,34,37.627500000000005,2,1,3,2,131,1,0,-1.4949835738497481
63,129024,69.73411501944065,79.92185390988986,16,64.79173124999998,3,2,5,4,150,3,2,-1.804457204682127
63,129024,58.84092583857625,85.706867425647,55,85.14424084244257,3,2,14,13,151,1,0,-3.135785787560718
64,131072,72.38913052755854,83.44336590041284,7,53.442874999999994,2,1,4,3,115,1,0,-0.2145676437851302
64,131072,71.84589741906773,84.31186677577595,6,43.2385,1,0,4,3,96,1,0,0.30934809949513403
64,131072,75.50598525687268,86.64297169760654,2,47.757999999999996,1,0,4,3,95,1,0,0.4567404565377912
64,131072,75.2542562639484,82.46026784181595,4,55.68864809375,2,1,7,6,104,1,0,-0.5334212720342772
64,131072,83.68232350820189,77.2847605169199,22,105.1,10,9,2,1,157,1,0,-2.5305502554816712
65,133120,66.55623256679505,73.46524943807914,0,65.75513523671874,3,2,8,7,124,1,0,-0.5428473930506359
65,133120,51.448507615714334,88.71826350514311,135,157.02383260300525,3,2,35,34,0,0,0,-8.846273570044833
65,133120,72.17227890416308,74.44361793296831,2,52,4,3,1,0,111,1,0,-0.05054384770445577
65,133120,89.63037303474266,69.24974031280726,5,,4,3,0,0,0,0,0,-5.066906002771985
65,133120,66.01957964885514,84.59627756092232,38,128.77581892539996,5,4,12,11,0,1,0,-4.922680884184911
66,135168,77.1963189597483,84.63407622443304,1,33.995000000000005,1,0,3,2,81,1,0,1.6354017010269883
66,135168,74.9764144790839,66.11256505484167,17,56.50274999999999,4,3,4,3,161,1,0,-2.4961988496931657
66,135168,76.01711900859344,80.96698647955569,1,110.77913223593747,3,2,8,7,164,0,0,-1.674081663680223
66,135168,72.66038259962103,78.87865626713732,0,43.1,3,2,2,1,91,1,0,0.9880557999228176
66,135168,74.69478763556212,83.83102417829332,1,42.4,1,0,2,1,89,1,0,1.1200309145390954
67,137216,76.56479250939412,84.04959416252443,1,43.15,2,1,2,2,87,1,0,0.6377709656082863
67,137216,75.89483525426616,85.46733998116993,5,37.770374999999994,1,0,4,4,84,1,0,0.7418834485277467
67,137216,78.75106577263323,85.65462217774503,2,41.27545558046874,1,0,8,7,86,1,0,0.8182640520746695
67,137216,72.0474089993987,82.58932558603065,0,39.1862375,2,1,5,4,86,1,0,1.3345574599215808
67,137216,71.48742551290536,82.18607638455644,0,31.480375,1,0,4,3,79,1,0,1.8339488553069558
68,139264,64.37077663011021,75.29026108165073,5,58.5825,2,1,3,2,117,1,0,-0.10296032542763489
68,139264,57.565268726177415,50.8421855634206,0,93,2,1,1,0,146,1,0,-1.1966489912400629
68,139264,64.15464487696482,68.60484490094106,8,68.8,3,2,2,2,121,1,0,-1.02896743047296
68,139264,68.80744997521533,48.7612005432739,2,99,4,3,1,0,136,0,0,-0.8374100097737042
68,139264,75.78623738102239,85.0850811510375,2,53.08738182812499,1,0,7,6,99,1,0,0.16492691164194573
69,141312,68.3404732587909,81.05581824567692,2,65.47481406249999,2,1,6,5,121,1,0,-0.3805475285648197
69,141312,69.22296467754576,77.47546406117854,1,54.099999999999994,2,1,2,2,108,1,0,-0.1742297113875303
69,141312,68.02942979016474,75.47218560773346,0,56.68749999999999,2,1,3,2,112,1,0,0.21605716681216539
69,141312,69.48862310062658,62.50876125854415,0,64.73024999999998,2,1,4,3,111,1,0,-0.24262341336144838
69,141312,68.12087232429607,71.72735709623963,1,55.5425,3,2,3,2,102,1,0,0.11409753450841134
70,143360,67.1710476884997,61.629241662539116,2,71,2,1,1,0,123,1,0,-0.4423250870105088
70,143360,81.67501777175843,70.24746283184825,7,82.74443124999999,5,4,5,4,127,1,0,-0.8769432318939883
70,143360,70.19227624321596,51.25213012481347,8,151.465,8,7,3,2,195,1,0,-1.5797561851096544
70,143360,68.49444094631407,75.9902188422704,2,50.34333932812499,3,2,7,6,99,0,0,0.09416835117642955
70,143360,70.62615390334811,77.92669972848324,2,41.75,3,2,2,1,84,1,0,1.131838883153457
71,145408,67.75997704075229,72.76420808968044,4,75.18053749999999,3,2,5,4,124,1,0,-0.7027110378829926
71,145408,73.87128654122353,80.50067905336618,2,50.29645807812499,2,1,7,6,100,1,0,0.21755423702636947
71,145408,72.45564733377911,79.43113947456533,0,41,2,1,1,0,88,1,0,1.272397138752574
71,145408,67.29487006862958,75.92506275546772,1,52,5,4,1,0,108,1,0,0.05142151110122747
71,145408,71.17823913979989,68.99183376047473,4,50.008725,2,1,5,4,104,1,0,-0.2378144467539709
