i,Step #,Left Speed,Right Speed,Collision,#Stps to red,#Red found,#Red lost,#Red captured,#Red uncaptured,#Stps to green,#Green found,#Green lost,Mean reward
52,106496,65.54934193308537,91.20879120879121,0,58,1,0,1,0,91,1,0,0.7172601801835867
53,108544,66.8212821626145,91.30434782608695,0,59,1,0,1,0,92,1,0,0.4707666083775932
53,108544,68.90025109444794,88.32291450939681,0,48,1,0,1,0,76,1,0,1.0066609648580516
53,108544,69.2388419356001,88.34828716751777,0,47.1,1,0,2,1,76,1,0,0.9103488253150145
53,108544,69.02220884436055,88.34826285509686,0,48,1,0,1,0,76,1,0,0.9231899911984122
53,108544,69.67699092316937,88.49960811339416,0,48.099999999999994,1,0,2,1,77,1,0,0.8593192440252522
54,110592,72.51987679785974,87.62971267506883,0,46.15,1,0,2,1,74,1,0,1.1025372221589502
54,110592,71.71409085795686,88.43797147274017,0,47.1,1,0,2,1,74,1,0,1.1099062193827218
54,110592,72.83783937628205,88.69927001966012,0,47.15,1,0,2,1,74,1,0,1.1485266697039997
54,110592,71.40974239508311,88.849946419398,0,47.294999999999995,1,0,3,2,75,1,0,0.9556703756024937
54,110592,70.98788264635446,88.4450534711013,0,48,1,0,1,0,74,1,0,1.0649590950406396
55,112640,71.69962070490185,89.47368421052632,0,50,1,0,1,0,76,1,0,1.2771012615251465
55,112640,68.53835067328285,90.58823529411765,0,57.345,1,0,3,2,85,1,1,0.6078701711900885
55,112640,67.07187754676697,91.48936170212765,0,62.1,1,0,2,1,94,1,0,0.48274333304704237
55,112640,66.84033968981277,91.48936170212765,0,60.3925,1,0,3,2,94,1,0,0.3096764277593917
55,112640,67.46071018278599,90.9090909090909,0,53.14999999999999,1,0,2,1,88,1,0,0.8337745733268442
56,114688,66.64929296193498,91.01123595505618,0,60.489999999999995,1,0,3,2,89,1,1,0.3833886903489958
56,114688,69.83253293177661,90.58823529411765,0,57.1,1,0,2,1,85,1,0,0.5040080290616145
56,114688,72.0067999652914,89.1891891891892,0,48,1,0,1,0,74,1,0,1.2907495133648819
56,114688,72.8410002711701,89.04109589041096,0,47.1,1,0,2,1,73,1,0,1.131701999269862
56,114688,72.9272004365921,88.57103578249614,0,46.199999999999996,1,0,2,1,75,1,0,0.9303417960978436
57,116736,71.89388647675514,89.47368421052632,0,48.099999999999994,1,0,2,1,76,1,0,0.9307445394284801
57,116736,73.9082063401216,89.38934512828526,0,48.14999999999999,1,0,2,1,76,1,0,0.9405774789874348
57,116736,70.62828937211098,89.74358974358974,0,49.15,1,0,2,1,78,1,0,0.9530173167438064
57,116736,71.42828306869457,89.47368421052632,0,48.199999999999996,1,0,2,1,76,0,0,0.8364337935288301
57,116736,72.36208718318444,88.24311480313152,0,49,1,0,1,0,77,1,0,0.9767086645183862
58,118784,62.8041305889686,90.52389184944332,19,50,1,0,1,0,96,1,0,-0.6940930753923086
58,118784,67.97128884956754,90.80459770114942,7,51.099999999999994,1,0,2,1,87,1,0,-0.04522524900435727
58,118784,70.52330855704561,89.87341772151899,0,50.15,1,0,2,1,79,1,0,0.6982493267450065
58,118784,71.19247564409352,89.87341772151899,0,50,1,0,1,0,79,1,0,0.8617601844694054
58,118784,62.07093995909731,93.27731092436974,24,67,1,0,1,0,119,1,0,-1.2710547019811564
59,120832,76.52595031719942,69.34407743123862,1,89,3,2,1,0,104,0,0,-0.6692900863172108
59,120832,77.48971445467866,68.69140459061826,3,92,3,2,1,0,103,0,0,-0.964196945836996
59,120832,75.40894937515259,80.24103933572769,3,81,2,1,1,0,100,0,0,-0.5725504542607263
59,120832,72.00843346591043,79.72152303941179,11,73.69999999999999,2,1,2,1,101,0,1,-1.0951893522033873
59,120832,59.563824511133134,93.66475217975676,60,69,1,0,1,0,128,1,0,-3.374633465598004
60,122880,70.78487312466633,90.20291646806206,5,51.199999999999996,1,0,2,1,82,0,0,0.2417118779220351
60,122880,69.66454682165178,90.79114150726932,10,52.1,1,0,2,1,87,1,0,-0.18372330473902376
60,122880,70.49529528753324,90.9090909090909,11,52.345,1,0,3,2,88,0,0,-0.32334227101820934
60,122880,71.04378913255299,90.55783671491287,8,52.15,1,0,2,1,85,1,0,0.06868757040215281
60,122880,72.4157340375774,90.33029345144709,7,50.1,1,0,2,1,83,1,0,0.14157657317712155
61,124928,72.75097485125801,89.97092055685727,3,51.15,1,0,2,1,81,1,0,0.48459600560920046
61,124928,72.07266124494282,89.96185917913178,4,51,1,0,1,0,81,1,0,0.5778787628528373
61,124928,71.13827311669488,90.30107274112932,6,51.099999999999994,1,0,2,1,83,1,0,0.20945265069103688
61,124928,73.05317277772517,89.61300397221046,3,50.2,1,0,2,1,79,0,0,0.5564241359773636
61,124928,70.6732382805183,88.96152240106429,7,54,1,0,1,0,87,1,0,0.007563382536576958
62,126976,71.39964687455561,76.45724551733007,13,60.15,2,1,2,1,97,1,0,-0.7152346113531851
62,126976,62.25041394648345,93.04347826086956,25,74,1,0,1,0,115,1,0,-1.6619754115099257
62,126976,62.14841046702053,93.09456141318304,29,72.1,1,0,2,1,118,1,0,-1.7483376407467395
62,126976,55.67720910637743,94.44444444444444,61,78.1,1,0,2,1,144,1,0,-3.364556327444179
62,126976,58.113973686362016,94.06950066194815,48,76.10000000000001,1,0,2,1,136,1,0,-2.6959480212382894
63,129024,69.20788788961039,91.15343299176958,0,61.099999999999994,1,0,2,1,90,1,0,0.4601194899668869
63,129024,70.05757379688714,91.5490104022779,0,65.1,1,0,2,1,95,1,0,0.312641255435765
63,129024,69.36201546341181,90.97349888748593,0,60.54,1,0,3,2,90,0,0,0.37165143968459263
63,129024,69.26377186470705,91.30434782608695,0,63,1,0,1,0,92,1,0,0.45233807765516193
63,129024,69.90789441598787,91.13880435625713,0,62.15,1,0,2,1,90,1,0,0.40945423702309547
64,131072,71.91037923925452,91.70323405000899,0,62,1,0,1,0,90,1,0,0.6178435502362031
64,131072,70.47909086429945,91.9078831390668,0,64.39249999999998,1,0,3,2,93,0,0,0.26377277625514917
64,131072,71.6567745084291,91.76237203262664,0,62,1,0,1,0,91,1,0,0.5751500252454945
64,131072,71.48606397888877,91.46149869669567,0,60.2,1,0,2,1,88,0,0,0.5128217577743275
64,131072,69.46191879663061,91.72899856212291,0,66,1,0,1,0,94,1,0,0.44443779413631557
65,133120,68.95897943599552,92.43190387884776,3,72,1,0,1,0,102,1,0,-0.1917211304372643
65,133120,69.36414371430874,92.2989239692688,1,72.3,1,0,2,1,100,1,0,-0.10919361027385406
65,133120,69.59848579057713,92.06707188763569,0,70,1,0,1,0,97,1,0,-0.006373473275105281
65,133120,68.947209060813,91.98445075501998,0,68,1,0,1,0,96,1,0,0.15939978309789016
65,133120,68.15616022242178,92.36295966818781,3,72,1,0,1,0,101,1,0,-0.16555749077986404
66,135168,73.98413158192926,79.40182923054209,3,91,2,1,1,0,98,0,0,-1.1325911090475356
66,135168,74.65579217920701,78.99760551129778,0,77,2,1,1,0,96,0,0,-0.2428982235152312
66,135168,74.95054977456319,77.93305282740249,2,82,2,1,1,0,97,0,0,-0.6544152010139062
66,135168,71.25384886654057,78.4877455660275,3,80,2,1,1,0,98,0,0,-0.5051588826567804
66,135168,75.01180491062125,78.78829222736937,3,85,2,1,1,0,99,0,0,-0.7899369484617198
67,137216,70.50408696674782,91.5364106712134,0,63.3,1,0,2,1,92,1,0,0.4299206930516332
67,137216,70.50319066173152,91.80950133424057,0,66.14999999999999,1,0,2,1,95,1,0,0.21867299095929546
67,137216,69.91576704677645,91.45547236715045,0,62.25,1,0,2,1,91,0,0,0.44012463045293765
67,137216,70.19834534989462,91.11111111111111,0,63,1,0,1,0,90,1,0,0.5394345796710922
67,137216,69.95680860347218,91.32994810740153,0,61,1,0,1,0,90,1,0,0.5283156856863483
68,139264,69.36167892656829,91.67314303548713,0,68.1,1,0,2,1,95,1,0,0.20916371678550458
68,139264,68.6804201933417,92.15235969807841,0,75,1,0,1,0,101,1,0,0.0464726754400245
68,139264,69.88392256352367,91.90130744661603,0,70.15,1,0,2,1,98,1,0,0.12208106886137003
68,139264,68.70335047182284,91.64558987868459,0,70,1,0,1,0,95,1,0,0.20784703433571902
68,139264,69.76582365376609,91.92822703293392,0,70.34499999999998,1,0,3,2,98,0,0,-0.008292441776924469
69,141312,70.03054359617333,91.66666666666667,0,68.29499999999999,1,0,3,2,96,1,0,0.10761738346679743
69,141312,69.76173237587015,91.66666666666667,0,68.14999999999999,1,0,2,1,96,1,0,0.23004396893728649
69,141312,70.27020625611569,91.48936170212765,0,65.15,1,0,2,1,94,1,0,0.34856056043812483
69,141312,69.67282453004051,92.15686274509804,0,73,1,0,1,0,102,1,0,0.06573707515591007
69,141312,69.25549704220987,91.39784946236558,0,65.1,1,0,2,1,93,1,0,0.36799009801743277
70,143360,69.37689355884989,91.7179851482312,0,68,1,0,1,0,96,1,0,0.22807660143059025
70,143360,70.1196369715035,91.66666666666667,0,68,1,0,1,0,96,1,0,0.21666554732479723
70,143360,69.79118293708133,91.75257731958763,0,70,1,0,1,0,97,1,0,0.14165839563363092
70,143360,69.60443863184145,92.07920792079207,0,72,1,0,1,0,101,1,0,-0.007549771727212406
70,143360,69.93254500627518,92.01937365531921,0,74,1,0,1,0,100,1,0,-0.07919774218879012
71,145408,68.86130448469181,91.79892079117371,0,69,1,0,1,0,97,1,0,0.19985920842815486
71,145408,69.28036453164354,91.87191049663387,0,70,1,0,1,0,98,1,0,0.20398667909947324
71,145408,69.06028185227905,91.933040847682,0,72,1,0,1,0,99,1,0,0.006108238685251389
71,145408,68.81252011656761,92.0,0,72,1,0,1,0,100,1,0,-0.0031325150075491594
71,145408,69.38661310342279,92.09282740507976,0,73,1,0,1,0,101,1,0,-0.013562358624686749
